sampling,invalid_value,missing_value,floating_point,unit_converter,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
1,4,6,2,2,3,1,1,1,1,1,1,0.1547945205479452,0.15616438356164383,163000.0,0.78,0.23,0.06,0.15,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.13,0.56,0.23,0.65,0.16,0.53,0.03,4034.07,0.09,0.51,0.22,0.45,0.08,4034.04,0.52,0.63,0.19,0.38,0.15,188.9575130925245
2,3,5,4,2,1,7,2,2,2,2,1,0.136986301369863,0.136986301369863,165000.0,0.81,0.24,0.81,0.32,0.56,0.52,1222.03,0.0,1222.04,0.0,0.61,0.27,0.59,0.27,0.62,0.32,0.55,0.48,1222.04,0.0,0.36,0.25,0.42,0.05,1222.05,0.0,0.66,0.38,0.59,0.27,151.10430206999678
1,3,8,2,2,1,3,1,2,1,1,1,0.17534246575342466,0.17534246575342466,160600.0,0.78,0.27,0.78,0.2,0.55,0.46,3769.15,0.0,3769.16,0.0,0.62,0.25,0.59,0.27,0.62,0.22,0.48,0.02,3769.16,0.0,0.42,0.27,0.43,0.55,3769.21,0.0,0.65,0.41,0.59,0.27,161.24808776317036
1,4,8,1,1,5,1,2,1,2,1,1,0.1506849315068493,0.1547945205479452,163000.0,0.78,0.25,0.05,0.15,0.5,0.45,4034.0,0.04,4034.01,0.11,0.56,0.15,0.56,0.18,0.65,0.18,0.53,0.03,4034.01,0.09,0.51,0.23,0.45,0.08,4034.01,0.52,0.63,0.21,0.38,0.15,189.0992583687206
1,3,2,3,2,4,8,2,1,1,1,1,0.1589041095890411,0.16027397260273973,165000.0,0.12,0.18,0.12,0.22,0.52,0.5,3304.18,0.35,3304.18,0.09,0.48,0.12,0.45,0.14,0.65,0.24,0.5,0.44,3304.18,0.08,-0.0,0.2,0.4,0.53,3304.19,1.0,0.11,0.21,0.45,0.14,177.54188889691463
2,2,2,2,1,1,1,2,2,2,1,1,0.1324200913242009,0.1324200913242009,164000.0,0.77,0.21,0.05,0.18,0.43,0.47,1145.27,0.0,1145.28,0.0,0.55,0.21,0.64,0.28,0.65,0.19,0.65,0.03,1145.28,0.0,0.57,0.2,0.46,0.08,1145.29,0.0,0.65,0.45,0.46,0.2,180.12006256455558
2,1,9,3,2,1,4,2,1,1,1,1,0.136986301369863,0.136986301369863,160000.0,0.12,0.09,0.12,0.1,0.41,0.57,885.59,0.0,885.59,0.0,0.38,0.24,0.4,0.24,0.74,0.22,0.66,0.03,885.59,0.0,0.01,0.18,0.47,0.08,885.6,0.0,0.11,0.22,0.4,0.24,180.89932354655605
1,1,3,3,2,4,3,2,1,1,1,1,0.16301369863013698,0.15753424657534246,154000.0,0.7,0.35,0.7,0.29,0.48,0.59,4830.73,0.31,4830.74,0.03,0.54,0.2,0.53,0.25,0.63,0.24,0.52,0.01,4830.74,0.03,0.41,0.26,0.42,0.07,4830.75,0.48,0.61,0.4,0.53,0.25,154.4568199177351
1,4,4,4,1,4,4,1,2,2,1,1,0.1547945205479452,0.15753424657534246,163000.0,0.75,0.2,0.04,0.28,0.51,0.54,2913.32,0.35,2913.32,0.1,0.6,0.15,0.63,0.28,0.64,0.21,0.55,0.02,2913.32,0.09,0.55,0.28,0.47,0.09,2913.33,0.53,0.61,0.38,0.39,0.17,179.9377819325336
2,2,7,4,1,4,3,1,1,1,2,1,0.136986301369863,0.136986301369863,151075.0,0.72,0.24,0.72,0.26,0.4,0.54,1772.09,0.28,1772.09,0.04,0.51,0.26,0.48,0.23,0.65,0.25,0.6,0.01,1772.09,0.01,0.43,0.29,0.45,0.41,1772.09,0.45,0.66,0.15,0.48,0.23,144.69599259067425
1,2,7,1,2,2,7,2,2,1,1,1,0.15205479452054796,0.15616438356164383,161000.0,0.79,0.28,0.03,0.16,0.5,0.59,3980.65,0.33,3980.65,0.05,0.6,0.23,0.51,0.3,0.66,0.23,0.55,0.46,3980.65,0.04,0.47,0.17,0.37,0.53,3980.66,0.53,0.64,0.16,0.3,0.16,158.87935400081963
2,1,7,2,2,4,4,1,2,1,2,1,0.1324200913242009,0.1324200913242009,163990.0,0.04,0.17,0.04,0.1,0.42,0.59,881.91,0.33,881.91,0.1,0.18,0.24,0.41,0.2,0.56,0.16,0.63,0.02,881.91,0.06,0.01,0.2,0.43,0.09,881.91,0.48,0.15,0.18,0.41,0.2,199.39534495635627
1,3,6,1,2,3,7,1,1,1,1,1,0.15616438356164383,0.15616438356164383,160000.0,0.11,0.28,0.11,0.23,0.55,0.54,3710.63,0.35,3710.6,0.07,0.41,0.17,0.3,0.23,0.68,0.23,0.56,0.47,3710.64,0.05,-0.02,0.19,0.36,0.05,3710.61,1.0,0.12,0.17,0.3,0.2,168.94601625209546
1,3,2,3,1,1,5,2,1,1,2,1,0.1589041095890411,0.1589041095890411,162000.0,-0.01,0.15,-0.01,0.18,0.54,0.53,3103.23,0.0,3103.24,0.0,0.44,0.18,0.41,0.17,0.71,0.15,0.54,0.02,3103.24,0.0,-0.02,0.21,0.44,0.07,3103.28,0.0,0.09,0.2,0.41,0.17,180.49859965528802
2,3,5,2,2,3,3,1,1,2,1,1,0.136986301369863,0.1415525114155251,150700.0,0.73,0.18,0.73,0.34,0.45,0.69,1633.18,0.27,1633.16,0.04,0.46,0.23,0.44,0.24,0.63,0.26,0.58,0.01,1633.18,0.01,0.41,0.27,0.43,0.04,1633.18,0.45,0.64,0.38,0.44,0.23,143.45484249495513
1,2,8,1,1,2,4,2,1,1,2,1,0.1506849315068493,0.1506849315068493,159500.0,0.79,0.26,0.05,0.15,0.52,0.54,2696.68,0.04,2696.68,0.11,0.66,0.17,0.63,0.25,0.73,0.18,0.55,0.03,2696.68,0.09,0.58,0.23,0.48,0.09,2696.68,0.5,0.65,0.2,0.39,0.18,173.24887307335464
1,3,5,2,2,2,8,1,2,2,2,1,0.1643835616438356,0.1684931506849315,160000.0,0.07,0.24,0.07,0.24,0.49,0.54,3858.78,0.34,3858.78,0.07,0.52,0.15,0.28,0.19,0.63,0.27,0.51,0.43,3858.78,0.05,-0.02,0.19,0.37,0.54,3858.79,0.51,0.13,0.19,0.28,0.21,168.90078718547647
1,2,1,2,2,1,8,2,1,1,2,1,0.15811088295687886,0.15811088295687886,165500.0,0.77,0.21,0.77,0.23,0.56,0.65,3473.78,0.0,3473.79,0.0,0.52,0.39,0.53,0.32,0.63,0.36,0.52,0.44,3473.78,0.0,0.36,0.27,0.37,0.54,3473.83,0.0,0.57,0.36,0.53,0.32,152.65170259677598
1,1,6,3,1,2,2,2,2,2,2,1,0.15616438356164383,0.15753424657534246,153500.0,0.76,0.26,0.76,0.27,0.53,0.48,4802.71,0.32,4802.71,0.03,0.42,0.19,0.53,0.27,0.62,0.23,0.54,0.01,4802.71,0.02,-0.04,0.16,0.42,0.05,4802.72,0.48,0.09,0.15,0.53,0.25,158.02828123770018
2,2,1,3,2,5,2,1,1,1,2,1,0.17721518987341772,0.17721518987341772,155000.0,0.79,0.37,0.79,0.31,0.54,0.54,1151.82,0.28,1151.82,0.05,0.49,0.19,0.49,0.2,0.75,0.27,0.61,0.49,1151.82,0.03,0.5,0.24,0.5,0.02,1151.82,0.48,0.63,0.35,0.49,0.2,138.14370152559428
2,2,3,4,1,5,8,1,1,2,2,1,0.1598173515981735,0.1735159817351598,155000.0,0.72,0.15,0.72,0.31,0.43,0.41,1681.79,0.29,1681.79,0.02,0.51,0.22,0.52,0.23,0.69,0.28,0.64,1.0,1681.79,1.0,0.47,0.25,0.47,0.03,1681.79,0.48,0.65,0.33,0.39,0.17,142.2884479761868
1,3,5,4,1,5,8,1,1,2,1,1,0.16164383561643836,0.1643835616438356,162500.0,0.12,0.14,0.12,0.21,0.45,0.53,3200.69,0.34,3200.69,0.09,0.52,0.12,0.46,0.12,0.66,0.26,0.54,0.47,3200.69,0.06,-0.04,0.18,0.44,0.55,3200.7,0.52,0.11,0.19,0.46,0.12,174.4470662547734
1,2,9,4,1,5,1,2,2,2,1,1,0.16027397260273973,0.1589041095890411,163000.0,0.78,0.24,0.05,0.16,0.5,0.45,4034.0,0.04,4034.01,0.11,0.56,0.13,0.56,0.13,0.65,0.17,0.53,0.03,4034.01,0.09,0.51,0.23,0.45,0.08,4034.01,0.52,0.63,0.2,0.38,0.15,189.0622476323008
2,1,5,2,1,1,7,1,2,1,1,1,0.136986301369863,0.136986301369863,165000.0,0.81,0.24,0.81,0.33,0.56,0.52,1222.03,0.0,1222.04,0.0,0.61,0.27,0.59,0.27,0.62,0.32,0.55,0.48,1222.04,0.0,0.36,0.25,0.42,0.05,1222.05,0.0,0.66,0.38,0.59,0.27,151.11018383486282
2,1,7,3,1,2,1,2,2,1,1,1,0.1324200913242009,0.1324200913242009,164000.0,0.05,0.09,0.05,0.09,0.43,0.47,1145.31,0.05,1145.31,0.11,0.29,0.19,0.46,0.2,0.61,0.19,0.65,0.03,1145.31,0.08,-0.01,0.2,0.46,0.08,1145.31,0.5,0.12,0.21,0.46,0.21,200.8259099898747
1,1,8,4,1,4,2,1,2,2,2,1,0.17534246575342466,0.17534246575342466,155000.0,0.08,0.27,0.08,0.19,0.54,0.5,4776.19,0.31,4776.2,0.03,0.42,0.22,0.51,0.26,0.64,0.2,0.54,0.01,4776.2,0.02,0.02,0.16,0.42,0.05,4776.21,0.49,0.06,0.16,0.51,0.25,161.8266525408992
1,1,3,2,2,4,3,2,1,2,1,1,0.16301369863013698,0.1589041095890411,154000.0,0.7,0.35,0.7,0.3,0.48,0.59,4830.73,0.31,4830.74,0.03,0.54,0.2,0.53,0.25,0.63,0.24,0.52,0.01,4830.74,0.03,0.41,0.26,0.42,0.07,4830.75,0.48,0.61,0.4,0.53,0.25,154.46308717481912
1,4,1,1,1,2,2,1,2,2,1,1,0.15811088295687886,0.162217659137577,152000.0,0.77,0.38,0.77,0.33,0.59,0.52,3577.99,0.3,3577.99,0.01,0.56,0.16,0.5,0.24,0.7,0.23,0.61,1.0,3577.99,0.02,0.48,0.23,0.4,0.04,3577.99,0.5,0.62,0.39,0.5,0.22,142.93646856548744
1,3,9,3,2,3,4,1,2,2,1,1,0.16027397260273973,0.16164383561643836,160000.0,0.04,0.16,0.04,0.15,0.52,0.5,2828.75,0.04,2828.72,0.12,0.36,0.14,0.41,0.17,0.66,0.22,0.56,0.03,2828.75,0.09,-0.02,0.23,0.47,0.09,2828.73,0.51,0.14,0.2,0.41,0.19,193.96459831778162
2,1,7,4,1,3,1,2,2,1,1,1,0.1324200913242009,0.1324200913242009,164000.0,0.05,0.09,0.05,0.09,0.43,0.47,1145.31,0.05,1145.3,0.11,0.29,0.19,0.46,0.2,0.61,0.19,0.65,0.03,1145.32,0.08,-0.01,0.2,0.46,0.08,1145.31,0.5,0.12,0.21,0.46,0.2,200.8259099909705
2,2,2,2,2,4,3,2,2,1,2,1,0.1324200913242009,0.136986301369863,149000.0,0.73,0.18,0.73,0.36,0.44,0.58,1548.17,0.28,1548.17,0.03,0.45,0.21,0.46,0.28,0.63,0.3,0.58,0.01,1548.17,0.01,0.41,0.3,0.43,0.41,1548.18,0.46,0.63,0.43,0.46,0.28,148.24284101417754
2,2,1,3,2,1,6,2,1,2,1,1,0.17721518987341772,0.17721518987341772,163995.0,0.8,0.25,0.8,0.3,0.55,0.55,869.29,0.0,869.29,0.0,0.56,0.25,0.57,0.23,0.59,0.38,0.55,0.46,869.29,0.0,0.33,0.11,0.42,0.05,869.3,0.0,0.62,0.35,0.57,0.23,152.74955642491312
2,2,1,4,1,3,2,2,2,2,1,1,0.17721518987341772,0.17721518987341772,158500.0,0.79,0.37,0.79,0.31,0.56,0.54,1199.93,0.29,1199.92,0.05,0.49,0.19,0.48,0.22,0.74,0.29,0.6,0.48,1199.93,0.03,0.49,0.24,0.49,0.02,1199.92,0.48,0.65,0.35,0.48,0.21,136.60360567593233
1,3,8,4,1,4,1,1,2,1,2,1,0.17534246575342466,0.17534246575342466,163000.0,0.05,0.14,0.05,0.14,0.5,0.45,4034.0,0.04,4034.01,0.11,0.38,0.15,0.38,0.15,0.63,0.17,0.53,0.03,4034.01,0.09,-0.04,0.23,0.45,0.08,4034.01,0.52,0.1,0.21,0.38,0.15,202.85538120018074
1,1,4,3,2,4,8,2,2,2,1,1,0.1643835616438356,0.1589041095890411,165400.0,0.13,0.23,0.13,0.26,0.52,0.51,3309.33,0.35,3309.33,0.09,0.48,0.12,0.45,0.13,0.65,0.23,0.5,0.44,3309.33,0.08,-0.0,0.2,0.4,0.53,3309.34,1.0,0.11,0.21,0.45,0.13,177.93003653142944
1,1,4,4,1,1,6,2,2,1,1,1,0.1643835616438356,0.1643835616438356,162000.0,0.05,0.23,0.05,0.26,0.52,0.52,3909.15,0.0,3909.16,0.0,0.4,0.2,0.38,0.2,0.69,0.24,0.56,0.01,3909.15,0.0,-0.04,0.19,0.42,0.06,3909.21,0.0,0.13,0.19,0.38,0.2,171.63587552657532
2,1,3,1,2,4,7,2,2,1,2,1,0.1278538812785388,0.1232876712328767,176432.0,0.8,0.24,0.8,0.27,0.49,0.54,985.82,0.05,985.82,0.12,0.6,0.27,0.65,0.27,0.68,0.18,0.63,0.43,985.82,0.09,0.54,0.13,0.45,0.08,985.82,1.0,-0.03,0.17,0.65,0.25,169.25514758841348
1,2,6,2,1,1,7,1,1,2,1,1,0.1547945205479452,0.1547945205479452,163900.0,0.76,0.27,0.04,0.12,0.54,0.46,4503.81,0.0,4503.83,0.0,0.54,0.26,0.49,0.38,0.64,0.29,0.55,0.02,4503.82,0.0,0.42,0.18,0.38,0.06,4503.88,0.0,0.62,0.17,0.26,0.28,158.90392333571472
2,4,6,1,1,2,5,1,1,1,2,1,0.1643835616438356,0.1643835616438356,165000.0,0.8,0.26,0.15,0.12,0.42,0.53,861.38,0.31,861.38,0.08,0.67,0.25,0.7,0.27,0.71,0.16,0.66,0.49,861.38,0.04,0.57,0.15,0.46,0.05,861.38,0.5,0.68,0.2,0.52,0.18,163.80126252294045
1,3,1,1,1,5,1,1,2,2,2,1,0.1537290715372907,0.1582952815829528,160200.0,0.05,0.18,0.05,0.18,0.52,0.53,3543.4,0.04,3543.41,0.11,0.38,0.15,0.39,0.14,0.61,0.17,0.52,0.03,3543.41,0.09,-0.04,0.24,0.45,0.09,3543.41,0.51,0.11,0.21,0.39,0.14,204.215899144989
2,2,8,2,2,3,6,2,2,2,2,1,0.1324200913242009,0.1324200913242009,159000.0,0.79,0.21,0.79,0.23,0.43,0.46,1224.68,0.31,1224.67,0.05,0.66,0.25,0.66,0.22,0.68,0.23,0.63,1.0,1224.68,0.02,0.47,0.27,0.44,0.07,1224.68,0.5,0.7,0.19,0.48,0.2,144.94749365277943
1,2,2,4,1,2,2,2,2,2,1,1,0.15616438356164383,0.15616438356164383,156932.0,0.73,0.26,0.14,0.33,0.54,0.45,5184.36,0.31,5184.35,0.01,0.53,0.24,0.52,0.24,0.67,0.23,0.6,0.49,5184.35,0.01,0.43,0.29,0.41,0.05,5184.37,0.53,0.6,0.4,0.28,0.17,151.83173768768665
1,1,1,2,2,3,8,1,1,2,1,1,0.1537290715372907,0.15220700152207,157450.0,0.04,0.11,0.04,0.18,0.51,0.51,3174.34,0.33,3174.31,0.07,0.55,0.16,0.51,0.13,0.66,0.2,0.53,0.49,3174.35,0.05,-0.01,0.17,0.4,0.55,3174.32,0.5,0.11,0.2,0.51,0.16,167.46693266930498
1,2,9,3,1,5,7,2,2,1,2,1,0.16027397260273973,0.1589041095890411,160000.0,0.79,0.28,0.14,0.13,0.48,0.56,3339.79,0.33,3339.79,0.08,0.64,0.12,0.59,0.24,0.66,0.23,0.53,0.47,3339.79,0.05,0.49,0.19,0.41,0.54,3339.79,0.52,0.67,0.18,0.44,0.13,164.34208222125733
1,4,6,4,2,4,5,2,2,1,2,1,0.1547945205479452,0.1547945205479452,158000.0,0.82,0.23,0.02,0.14,0.53,0.49,3163.56,0.32,3163.57,0.11,0.6,0.19,0.56,0.27,0.66,0.16,0.52,0.01,3163.57,0.09,0.49,0.2,0.44,0.06,3163.57,0.5,0.68,0.18,0.39,0.17,167.62081500653426
2,2,5,4,2,5,4,2,1,2,2,1,0.1461187214611872,0.1506849315068493,162000.0,0.79,0.23,-0.05,0.2,0.42,0.5,797.61,0.33,797.61,0.11,0.61,0.27,0.67,0.3,0.64,0.19,0.63,0.51,797.61,0.08,0.51,0.16,0.45,0.07,797.62,0.5,0.66,0.44,0.47,0.21,180.1106170834905
1,2,1,1,1,3,2,1,2,1,1,1,0.15811088295687886,0.162217659137577,152000.0,0.78,0.38,0.78,0.33,0.58,0.48,3550.81,0.3,3550.77,0.01,0.56,0.18,0.5,0.25,0.71,0.22,0.61,1.0,3550.82,0.03,0.48,0.23,0.41,0.04,3550.79,0.5,0.63,0.39,0.5,0.24,142.41418188638013
1,3,4,3,1,3,4,1,2,1,1,1,0.1643835616438356,0.16164383561643836,160000.0,0.05,0.24,0.05,0.28,0.52,0.45,2845.13,0.04,2845.11,0.12,0.36,0.15,0.41,0.16,0.65,0.24,0.56,0.03,2845.14,0.09,-0.02,0.23,0.47,0.09,2845.12,0.51,0.15,0.2,0.41,0.17,194.2565311235844
2,4,7,4,2,3,7,1,1,2,2,1,0.136986301369863,0.136986301369863,163000.0,0.76,0.24,0.76,0.25,0.47,0.43,1476.97,0.32,1476.96,0.03,0.61,0.26,0.59,0.23,0.7,0.27,0.64,1.0,1476.98,0.02,0.44,0.27,0.48,0.04,1476.97,0.51,0.71,0.14,0.59,0.23,142.5482827461978
2,2,6,1,2,3,5,2,2,1,1,1,0.1643835616438356,0.1643835616438356,159000.0,0.8,0.26,0.07,0.18,0.46,0.48,861.62,0.31,861.61,0.07,0.65,0.27,0.66,0.36,0.69,0.16,0.67,0.01,861.62,0.05,0.55,0.16,0.44,0.07,861.62,0.52,0.67,0.18,0.43,0.22,166.38298865365417
1,3,1,1,2,4,5,2,2,1,2,1,0.1537290715372907,0.1552511415525114,163495.0,0.07,0.18,0.07,0.19,0.57,0.51,2705.24,0.02,2705.25,0.11,0.4,0.16,0.39,0.13,0.63,0.16,0.51,0.02,2705.25,0.09,-0.03,0.22,0.47,0.07,2705.25,0.52,0.11,0.24,0.39,0.14,191.4283044664982
2,3,1,3,2,3,1,2,2,2,1,1,0.15346534653465346,0.15346534653465346,163995.0,0.05,0.08,0.05,0.15,0.44,0.5,1002.49,0.05,1002.48,0.11,0.3,0.18,0.47,0.2,0.62,0.19,0.65,0.03,1002.49,0.08,-0.01,0.21,0.45,0.08,1002.48,0.51,0.13,0.23,0.47,0.19,203.26605410774428
2,4,2,4,1,3,4,2,2,2,2,1,0.136986301369863,0.136986301369863,165400.0,0.77,0.2,0.06,0.21,0.45,0.58,988.65,0.35,988.64,0.1,0.59,0.24,0.67,0.31,0.69,0.2,0.62,0.48,988.65,0.08,0.49,0.19,0.5,0.09,988.65,0.49,0.68,0.47,0.45,0.27,156.5385105211311
2,1,3,3,2,1,1,2,2,1,1,1,0.1278538812785388,0.1278538812785388,164000.0,0.05,0.16,0.05,0.16,0.43,0.47,1145.27,0.0,1145.28,0.0,0.29,0.19,0.46,0.2,0.61,0.19,0.65,0.03,1145.28,0.0,-0.01,0.2,0.46,0.08,1145.29,0.0,0.12,0.21,0.46,0.2,200.83574463311584
1,3,1,3,1,3,6,2,2,2,2,1,0.1537290715372907,0.1537290715372907,158500.0,-0.0,0.23,-0.0,0.21,0.55,0.43,3193.78,0.32,3193.76,0.07,0.42,0.15,0.29,0.25,0.65,0.26,0.55,0.47,3193.79,0.05,-0.02,0.18,0.36,0.54,3193.76,0.52,0.12,0.18,0.29,0.27,171.7875376794289
2,3,5,1,2,1,8,2,1,2,1,1,0.136986301369863,0.136986301369863,165000.0,0.79,0.23,0.79,0.31,0.56,0.52,1303.94,0.0,1303.95,0.0,0.58,0.27,0.57,0.27,0.6,0.33,0.55,0.48,1303.95,0.0,0.32,0.25,0.41,0.05,1303.96,0.0,0.65,0.37,0.57,0.27,150.9764665613802
2,1,5,3,2,3,8,2,1,2,2,1,0.136986301369863,0.1415525114155251,163000.0,0.76,0.19,0.76,0.32,0.47,0.57,1522.58,0.31,1522.57,0.08,0.56,0.25,0.54,0.22,0.66,0.24,0.6,1.0,1522.58,0.05,0.41,0.26,0.45,0.04,1522.58,0.5,0.68,0.35,0.54,0.22,146.03503221913556
1,3,9,4,2,4,3,2,1,2,1,1,0.16027397260273973,0.16164383561643836,152000.0,0.73,0.23,0.73,0.22,0.51,0.52,4345.94,0.29,4345.94,0.02,0.55,0.19,0.53,0.24,0.62,0.19,0.51,0.01,4345.94,0.03,0.43,0.26,0.42,0.07,4345.95,0.48,0.61,0.41,0.53,0.24,154.49721343681102
1,1,9,1,1,5,5,1,2,1,1,1,0.16027397260273973,0.1547945205479452,160000.0,0.08,0.16,0.08,0.16,0.55,0.5,3159.66,0.34,3159.66,0.11,0.39,0.17,0.39,0.14,0.64,0.22,0.53,0.45,3159.66,0.09,-0.02,0.23,0.43,0.06,3159.66,0.51,0.08,0.23,0.39,0.16,187.30216453804033
2,1,5,4,2,2,7,2,1,1,1,1,0.136986301369863,0.136986301369863,165000.0,0.78,0.21,0.78,0.35,0.5,0.53,1420.45,0.31,1420.45,0.08,0.57,0.26,0.56,0.24,0.66,0.21,0.58,0.46,1420.45,0.04,0.44,0.14,0.47,0.04,1420.46,0.51,0.67,0.35,0.56,0.24,148.97213569937756
2,4,1,3,2,5,4,1,1,2,2,1,0.17721518987341772,0.17721518987341772,164500.0,0.82,0.24,0.82,0.3,0.52,0.57,648.73,0.33,648.74,0.11,0.62,0.25,0.73,0.27,0.69,0.18,0.59,0.44,648.73,0.08,0.49,0.25,0.49,0.06,648.74,0.51,0.72,0.41,0.73,0.26,155.5946439843593
2,1,2,2,2,1,6,2,1,1,1,1,0.1415525114155251,0.1415525114155251,162000.0,-0.03,0.14,-0.03,0.17,0.46,0.52,923.35,0.0,923.35,0.0,0.14,0.25,0.54,0.2,0.49,0.29,0.59,0.01,923.35,0.0,-0.13,0.14,0.41,0.05,923.37,0.0,0.13,0.2,0.54,0.2,191.24478643128685
2,4,4,2,2,3,3,1,1,1,2,1,0.1415525114155251,0.1415525114155251,149150.0,0.73,0.18,0.73,0.33,0.41,0.59,1550.76,0.28,1550.75,0.03,0.46,0.21,0.47,0.27,0.65,0.25,0.58,0.01,1550.76,0.01,0.42,0.26,0.43,0.41,1550.76,0.45,0.62,0.37,0.47,0.27,147.94215027808363
