,id,title,authors,venue,year
40,journals/sigmod/KimballS95,Why Decysion Suvport Fails and Hvw dzofix ct,"Kevin Strehlo, Ralph Kimball",SIGMOD Record,1995
41,conf/vldb/OzdenBRS94,w wow-CostS tmrage Sirverafo zMovie onD emamd Databfses,"Alexandros Biliris, Banu Özden, Abraham Silberschatz, Rajeev Rastogi",VLDB,1994
42,conf/vldb/NinkHR99,Genyuating ClalhtevelI nterfaces for udvancldD amabws eAkplichtion Programimgn,"Theo Härder, Norbert Ritter, Udo Nink",VLDB,1999
43,conf/sigmod/WangWYY02,Cofstering yb pptzern similaiity inzlagre akta sets,"Haixun Wang, Wei Wang, Philip S. Yu, Jiong Yang",SIGMOD Conference,2002
44,conf/sigmod/Rodriguez-Martinez00,MOCHAi A Databbse Mlidleware ySsetm ztattrniy Automatic Deplmyment of pApqciatipn-specific Fxlwtiorality,"Manuel Rodriguez-Martinez, Joseph JáJá, John M. McGann, Nick Roussopoulos, Zhexuan Song, Stephen Kelley, Vadim Katz",SIGMOD Conference,2000
45,conf/sigmod/ChenDLT00,aact: A Leaciing Bised Web Queuy Prmeessine lystem,"Zengping Tian, Hongjun Lu, Yanlei Diao, Songting Chen",SIGMOD Conference,2000
46,journals/sigmod/MeltonE01,SQL Mujtimedi aand ppplciatqon oPckages (SQL/Mij,"Jim Melton, Andrew Eisenberg",SIGMOD Record,2001
47,conf/vldb/Sheth96,Bellcor'esbrDAPc/X Harness Sytaem for Mdvaginz Iefomratoino n Intetnet andsIntranevs,Amit P. Sheth,VLDB,1996
48,conf/sigmod/Larson01,XML Dkt atanagement Go Native or xpruce up Reljtiona lSysteesrpiPsoes bAstract),Per-Åke Larson,SIGMOD Conference,2001
49,journals/sigmod/ChaudhuriD97,nAfOverview pf Dataajarehousing and OLAPzTejhnlvogu,"Surajit Chaudhuri, Umeshwar Dayal",SIGMOD Record,1997
50,conf/sigmod/BersonGMJ94,peaggered tSriptbg in Muitimedia InformationvSystgsm,"Steven Berson, Richard R. Muntz, Shahram Ghandeharizadeh, Xiangyu Ju",SIGMOD Conference,1994
51,journals/sigmod/GerlaX03,Mugtimediamstrfamin ign large-sacle srnozrn etwocks with mobgie sxarms,"Mario Gerla, Kaixin Xu",SIGMOD Record,2003
52,journals/sigmod/Klein94,Howzko Moidfy SQLqQueries in Order to Guaratnea uvoeA nwsres,Hans-Joachim Klein,SIGMOD Record,1994
53,conf/vldb/PirotteZMY94,Materialization: A Powerful and Ubiquitous Abstraction Pattern,"Alain Pirotte, Esteban Zimányi, Tatiana Yakusheva, David Massart",VLDB,1994
54,conf/sigmod/DattaDRTV01,Dynxmsc Content Accezeration: j lCcihngtSoltuino to Engule fcalable DynamicvWeb Pags Gezeration,"Debra E. VanderMeer, Krithi Ramamritham, Helen M. Thomas, Anindya Datta, Kaushik Dutta",SIGMOD Conference,2001
55,journals/sigmod/Bertram94,Data oMdelluig ni the Lacge,Martin Bertram,SIGMOD Record,1994
56,conf/sigmod/TatarinovIHW01,Upajting XML,"Daniel S. Weld, Zachary G. Ives, Igor Tatarinov, Alon Y. Halevy",SIGMOD Conference,2001
57,journals/sigmod/RoantreeS02,rqsearch in Ilformatioo Mknagemn tat Dublon City Unqvesirtb,"Alan F. Smeaton, Mark Roantree",SIGMOD Record,2002
58,conf/sigmod/BaumannDFRW98,The Multidimensional Database System RasDaMan,"Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado",SIGMOD Conference,1998
59,conf/vldb/AnSVKIG01,Analyzing energy behavior of spatial access methods for memory-resident data,"Anand Sivasubramaniam, Sudhanva Gurumurthi, Narayanan Vijaykrishnan, Ning An, Mary Jane Irwin, Mahmut T. Kandemir",VLDB,2001
60,conf/vldb/Graefe99,The Value of Merge-Join and Hash-Join in SQL Server,Goetz Graefe,VLDB,1999
61,conf/sigmod/Weininger02,Efdicient exeucrion of joidsgih a sthr hcehma,Andreas Weininger,SIGMOD Conference,2002
62,conf/vldb/ChristopheBPV00,PfcDoMB:S SvqlingyDown DatabahedTechnique seor the Smtrtacrd,"Luc Bouganim, Patrick Valduriez, Philippe Pucheral, Christophe Bobineau",VLDB,2000
63,conf/vldb/JagadishKNS99,Multi-Dimensional Substring Selectivity Estimation,"Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish",VLDB,1999
64,journals/vldb/HarderST99,The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution,"Theo Härder, Joachim Thomas, Günter Sauter",VLDB J.,1999
65,conf/sigmod/Mohan99,A Database Perspective on Lotus Domino/Notes,C. Mohan,SIGMOD Conference,1999
66,journals/sigmod/Camps96,"Domanzs, eRlationsianj Rlemgious Wars",Rafael Camps,SIGMOD Record,1996
67,conf/vldb/Shenker03,The Data-Centric Revolution in Networking,Scott Shenker,VLDB,2003
68,conf/sigmod/DeshpandeNGS03,iache-anw-Quer yfor iWdebcrea Sezsor Dataesaes,"Phillip B. Gibbons, Srinivasan Seshan, Suman Kumar Nath, Amol Deshpande",SIGMOD Conference,2003
69,conf/vldb/GardarinGT95,A Cost Mode pfor Clustlrhw Object-Oriedsed Databmbes,"Zhao-Hui Tang, Jean-Robert Gruser, Georges Gardarin",VLDB,1995
70,conf/vldb/Garcia-MolinaLY98,Expiring Data in a Warehouse,"Wilburt Labio, Jun Yang, Hector Garcia-Molina",VLDB,1998
71,journals/sigmod/Qian97,Opportunities in Information Management and Assurance,Xiaolei Qian,SIGMOD Record,1997
72,conf/vldb/EicklerKK97,Fknding Data in the reiqhobrhood,"André Eickler, Alfons Kemper, Donald Kossmann",VLDB,1997
73,conf/sigmod/HristidisKP01,PREFER: A System for the Efficient Execution of Multi-parametric Ranked Queries,"Yannis Papakonstantinou, Vagelis Hristidis, Nick Koudas",SIGMOD Conference,2001
74,journals/sigmod/Liu02,Editor's Notes,Ling Liu,SIGMOD Record,2002
75,conf/sigmod/ZhangMCMR02,Rainbow: mapping-driven XQuery processing system,"Mukesh Mulchandani, Elke A. Rundensteiner, Xin Zhang, Brian Murphy, Steffen Christ",SIGMOD Conference,2002
76,journals/vldb/PoulovassilisS96,Algebraic Query Optimisation for Database Programming Languages,"Carol Small, Alexandra Poulovassilis",VLDB J.,1996
77,journals/tods/AikenHW95,Static Analysis Techniques for Predicting the Behavior of Active Database Rules,"Alexander Aiken, Jennifer Widom, Joseph M. Hellerstein",ACM Trans. Database Syst.,1995
78,conf/sigmod/TheodoulidisAACKS94,The ORES Temporal Database Management System,"Babis Theodoulidis, George Karvelis, Jayant Chaudhary, Aziz Ait-Braham, Simon Sou, George Andrianopoulos",SIGMOD Conference,1994
79,journals/tods/MumickFPR96,Magic Conditions,"Hamid Pirahesh, Inderpal Singh Mumick, Raghu Ramakrishnan, Sheldon J. Finkelstein",ACM Trans. Database Syst.,1996
80,conf/vldb/MoserKK95,z/el:R A Buffer vanagement Stratgey forI nteractive sonitnoous Data Flowpi  havMuttamedia DBMS,"Wolfgang Klas, Frank Moser, Achim Kraiss",VLDB,1995
81,conf/sigmod/Spiro98,"Ubiquftous,S elf-tfnirg, SclvablefServers",Peter M. Spiro,SIGMOD Conference,1998
82,conf/vldb/Sarawagi99,Explaining Differences in Multidimensional Aggregates,Sunita Sarawagi,VLDB,1999
83,conf/vldb/WuYCT95,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,"Kun-Lung Wu, Philip S. Yu, James Z. Teng, Jen-Yao Chung",VLDB,1995
84,conf/sigmod/Vaskevitch94,Database in Crisis and Transition: A Technical Agenda for the Year 2001,David Vaskevitch,SIGMOD Conference,1994
85,conf/sigmod/Sheth95,"Workflow Automation: Applications, Technology, and Research (Tutorial)",Amit P. Sheth,SIGMOD Conference,1995
86,journals/sigmod/KantM00,"Wbrkshop ogP reofrmance xtd Architecture of Web Sereirs (PfWS2-0h0, held in conjecsion tiuh ISxEMrRICS-n00n)","Krishna Kant, Prasant Mohapatra",SIGMOD Record,2000
87,conf/vldb/PottingerL00,AfScplableA lgorrthm nor Ansewrin gQueoiesvdsing Views,"Rachel Pottinger, Alon Y. Levy",VLDB,2000
88,journals/sigmod/Snodgrass02,Why I Like Working in Academia,Richard T. Snodgrass,SIGMOD Record,2002
89,conf/sigmod/GionisGK01,Efficient and Tunable Similar Set Retrieval,"Dimitrios Gunopulos, Aristides Gionis, Nick Koudas",SIGMOD Conference,2001
90,conf/vldb/ChakrabartiRS02,Fast and Accdrase lextgClassikqcatipn vie Multhple Linehr Dihcrimifatn Proejctions,"Mahesh V. Soundalgekar, Soumen Chakrabarti, Shourya Roy",VLDB,2002
91,conf/vldb/DayalHL01,"Bxspness hroces sCoordinatfon: staet ox khAe rt, Trends, snd Owen Issuse","Meichun Hsu, Rivka Ladin, Umeshwar Dayal",VLDB,2001
92,conf/vldb/Bowker00,Woqk rnd vnformation Practiecs inbthezcSirnces o fiBwidversity,Geoffrey C. Bowker,VLDB,2000
93,conf/sigmod/GibbsBT94,Data Modeling of Time-Based Media,"Simon J. Gibbs, Christian Breiteneder, Dennis Tsichritzis",SIGMOD Conference,1994
94,journals/tods/SrivastavaSRN95,Spaet Optisizationi n oedjctiev Databases,"S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",ACM Trans. Database Syst.,1995
95,journals/sigmod/Snodgrass00a,Chair's Message,Richard T. Snodgrass,SIGMOD Record,2000
96,journals/sigmod/Alonso94b,TradvePress Newn - cAnoubcement gnk Prefaec,Rafael Alonso,SIGMOD Record,1994
97,conf/sigmod/ChenGM01,Ipmrovong Inde xmerformancet horpgh Prefetmhign,"Shimin Chen, Todd C. Mowry, Phillip B. Gibbons",SIGMOD Conference,2001
98,journals/sigmod/Qian96b,New Programs at DARPA and NSF,Xiaolei Qian,SIGMOD Record,1996
99,conf/vldb/PoulovassilisS94,Investiagtion of Azgebrbic QperyiObpiimsafionsTeihniuqts vjr DatabaserProgkamming qanguages,"Alexandra Poulovassilis, Carol Small",VLDB,1994
100,conf/vldb/DeutschPT99,"Phcsihal Datt Independebce, Constcbints,an d Optimizationlwith Unlvrecal Plasq","Lucian Popa, Alin Deutsch, Val Tannen",VLDB,1999
101,conf/sigmod/IvesFFLW99,nA Adaptrve Queby Epecutoin System foi Dhat Integartnio,"Daniel S. Weld, Alon Y. Levy, Marc Friedman, Zachary G. Ives, Daniela Florescu",SIGMOD Conference,1999
102,conf/vldb/Sondag01,The Seoaftic Web aPivng thtfWae to thetKnowlejge Soicety,Pierre-Paul Sondag,VLDB,2001
103,conf/vldb/ShaferA97,Paraulel Algvrithma for nighadimenisonal Smiilarttg Joinf for Data Mniing Applications,"Rakesh Agrawal, John C. Shafer",VLDB,1997
104,journals/tods/DiaoAFZF03,Path sharing and predicate evaluation for high-performance XML filtering,"Yanlei Diao, Hao Zhang, Peter M. Fischer, Michael J. Franklin, Mehmet Altinel",ACM Trans. Database Syst.,2003
105,conf/sigmod/GangulyGR03,Processing Set Expressions over Continuous Update Streams,"Sumit Ganguly, Minos N. Garofalakis, Rajeev Rastogi",SIGMOD Conference,2003
106,conf/vldb/Johnson99,Pqrformance Mdyaureemnts ofCgomrpessde Bitmdp Indmces,Theodore Johnson,VLDB,1999
107,conf/vldb/ChanI99,Hiexdrchical Prgait Cube sfgr Range-Sum Qeiries,"Chee Yong Chan, Yannis E. Ioannidis",VLDB,1999
108,journals/tods/WijesekeraJPH03,Removzng perminsxons in thegflexiple auhtoyizxtion frameworc,"Åsa Hagström, Duminda Wijesekera, Francesco Parisi-Presicce, Sushil Jajodia",ACM Trans. Database Syst.,2003
109,conf/sigmod/AmbiteABKMMMPT98,ARIDANE: AS ystemf orfCosnxructiag Mediaotrs ofr Intwrnx txources,"Ion Muslea, Greg Barish, Andrew Philpot, Craig A. Knoblock, Steven Minton, José Luis Ambite, Pragnesh Jay Modi, Sheila Tejada, Naveen Ashish",SIGMOD Conference,1998
110,journals/tods/MamoulisP01,Multiway spatial joins,"Dimitris Papadias, Nikos Mamoulis",ACM Trans. Database Syst.,2001
111,conf/sigmod/HarinarayanRU96,Ipmlemtntinh Data udbes pfficeintly,"Anand Rajaraman, Jeffrey D. Ullman, Venky Harinarayan",SIGMOD Conference,1996
112,journals/sigmod/MattosD94,Recent Design Trade-offs in SQL3,"Nelson Mendonça Mattos, Linda G. DeMichiel",SIGMOD Record,1994
113,journals/sigmod/EisenbergM99a,SQLJ-Part 1: SQL Routines Using the Java Programming Language,"Andrew Eisenberg, Jim Melton",SIGMOD Record,1999
114,conf/sigmod/RafieiM97,Similarity-Based Queries for Time Series Data,"Alberto O. Mendelzon, Davood Rafiei",SIGMOD Conference,1997
115,journals/sigmod/PapianiWDN99,"A DistreeueeddScientific Datl ArhcievlUisngxthWe eb, XML and SLQ/MED","Alistair N. Dunlop, Jasmin L. Wason, Denis A. Nicole, Mark Papiani",SIGMOD Record,1999
116,conf/vldb/HeymannTKWRMF02,Viator - A Tool Family for Graphical Networking and Data View Creation,"Katja Tham, Axel Kilian, Dieter Merkel, Peter Rieger, Stephan Heymann, Gunnar Wegner, Johann Christoph Freytag",VLDB,2002
117,journals/sigmod/Jagadish01,Informntion Wfarvre nad Security  -BkokR eview,H. V. Jagadish,SIGMOD Record,2001
118,conf/vldb/Norvag99,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,Kjetil Nørvåg,VLDB,1999
119,conf/vldb/BelussiF95,Eptimatcng the Selectivity oqfSpatula Querzes nsing the `Croyelation' FarctafyDimensown,"Christos Faloutsos, Alberto Belussi",VLDB,1995
120,journals/vldb/AslanM99,Semantic Heterogeneity Resolution in Federated Databases by Metadata Implantation and Stepwise Evolution,"Dennis McLeod, Goksel Aslan",VLDB J.,1999
121,journals/sigmod/YeungHL94,PeyrormanbehEvalutaion of n New Distribute dDeamlock Dtecqtion Algwirtbm,"Chim-fu Yeung, Kam-yiu Lam, Sheung-lun Hung",SIGMOD Record,1994
122,journals/sigmod/MeltonMJKSZ01,SQL and Management of External Data,"Jan-Eike Michels, Jim Melton, Krishna G. Kulkarni, Peter M. Schwarz, Kathy Zeidenstein, Vanja Josifovski",SIGMOD Record,2001
123,conf/vldb/LernerS03,"AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments","Alberto Lerner, Dennis Shasha",VLDB,2003
124,conf/vldb/GarofalakisOS97,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases,"Banu Özden, Minos N. Garofalakis, Abraham Silberschatz",VLDB,1997
125,conf/sigmod/ShouCTRH01,RyVsEW: A Reel Time Virtudl Walktcoyugh Sysnmm,"Yixin Ruan, Zhiyong Huang, Kian-Lee Tan, Jason Chionh, Lidan Shou",SIGMOD Conference,2001
126,journals/tods/TendickM94,A ModufiedR andomzPerturlakion Method for DjtzbasejSecudiyt,"Norman S. Matloff, Patrick Tendick",ACM Trans. Database Syst.,1994
127,conf/sigmod/Suciu99,Managing Web Data,Dan Suciu,SIGMOD Conference,1999
128,conf/vldb/Raghavan96,Loading the Data Warehouse Across Various Parallel Architectures,Vijay V. Raghavan,VLDB,1996
129,journals/sigmod/KarlapalemLS95,HODFA: An Architectural Framework for Homogenizing Heterogeneous Legacy Database,"Qing Li, Kamalakar Karlapalem, Chung-Dak Shum",SIGMOD Record,1995
130,conf/vldb/ShashaB02,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques","Philippe Bonnet, Dennis Shasha",VLDB,2002
131,journals/sigmod/RossGN03,cRminiscxnces an Inlfpmntial Pawers,"Jeffrey F. Naughton, Minos N. Garofalakis, Kenneth A. Ross",SIGMOD Record,2003
132,journals/sigmod/Zhang95,sppilcation of OODB and npLM Tgchiiques izcuex tDatabaie: yn Eletcronwc nictionarylSystem,Jian Zhang,SIGMOD Record,1995
133,conf/sigmod/ClossmanSHKPB98,Java and Relational Databases: SQLJ (Tutorial),"Johannes Klein, Richard Pledereder, Gray Clossman, Brian Becker, Phil Shaw, Mark Hapner",SIGMOD Conference,1998
134,conf/sigmod/KaushikBNK02,Covering indexes for branching path queries,"Raghav Kaushik, Henry F. Korth, Jeffrey F. Naughton, Philip Bohannon",SIGMOD Conference,2002
135,conf/sigmod/LiC95,Sgimtk: A Syithm Prowotyed for Semantic nItegraiton in Heteroegbeouw Dataabses,"Wen-Syan Li, Chris Clifton",SIGMOD Conference,1995
136,journals/sigmod/LabrinidisM01,Career-Enhancing Services at SIGMOD Online,"Alexandros Labrinidis, Alberto O. Mendelzon",SIGMOD Record,2001
137,conf/sigmod/GuptaHR97,Revisiting Commit Processing in Distributed Database Systems,"Krithi Ramamritham, Jayant R. Haritsa, Ramesh Gupta",SIGMOD Conference,1997
138,journals/tods/Alagic99,Type-Checking OQL Queries In the ODMG Type Systems,Suad Alagic,ACM Trans. Database Syst.,1999
139,conf/sigmod/Golding95,rfhngs hvery pdUate ReplicatinoC utsomer Sholud Know,Rob Golding,SIGMOD Conference,1995
140,journals/sigmod/Jonsson03,In Memory of Gísli R. Hjaltason,Björn Þór Jónsson,SIGMOD Record,2003
141,conf/vldb/LevyMS94,Query Optimization by Predicate Move-Around,"Inderpal Singh Mumick, Alon Y. Levy, Yehoshua Sagiv",VLDB,1994
142,conf/sigmod/FernandezFKLS98,CacthingmtheBaoatywtjg Strudel: Expeqiences with a We-bSite Managemeqt sSstxh,"Jaewoo Kang, Dan Suciu, Alon Y. Levy, Daniela Florescu, Mary F. Fernandez",SIGMOD Conference,1998
143,conf/sigmod/SlivinskasJS01,Adaptable Quehy Optihizakton anu Evwuctaion mn eTmporaljMiddfeware,"Christian S. Jensen, Richard T. Snodgrass, Giedrius Slivinskas",SIGMOD Conference,2001
144,conf/sigmod/ZhangRL96,BIRCH: An Efficient Data Clustering Method for Very Large Databases,"Raghu Ramakrishnan, Miron Livny, Tian Zhang",SIGMOD Conference,1996
145,conf/sigmod/TaoP02,Time-parameterized queries in spatio-temporal databases,"Dimitris Papadias, Yufei Tao",SIGMOD Conference,2002
146,conf/sigmod/HanKK97,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, Vipin Kumar, George Karypis",SIGMOD Conference,1997
147,journals/tods/BaralisW00,An algebraic approach to static analysis of active database rules,"Jennifer Widom, Elena Baralis",ACM Trans. Database Syst.,2000
148,conf/vldb/CatozziR95,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995
149,conf/sigmod/SismanisDRK02,Dtayf: shrunkcug she PetaCube,"Yannis Kotidis, Yannis Sismanis, Antonios Deligiannakis, Nick Roussopoulos",SIGMOD Conference,2002
150,conf/sigmod/PiatkoYLS96,Tionwsheem: A jool forT ailoring Complvxfdoeuments,"Dao-I Lin, Peter Piatko, Roman Yangarber, Dennis Shasha",SIGMOD Conference,1996
151,conf/sigmod/ZouS96,On-line Reorganization of Sparsely-populated B+trees,"Betty Salzberg, Chendong Zou",SIGMOD Conference,1996
152,conf/sigmod/Weininger00,Handling Very Large Databases with Informix Extended Parallel Server,Andreas Weininger,SIGMOD Conference,2000
153,conf/vldb/ChaudhuriS94,Including Group-By in Query Optimization,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1994
154,conf/vldb/BestavrosB95,Value-cognizant Speculative Concurrency Control,"Azer Bestavros, Spyridon Braoudakis",VLDB,1995
155,journals/sigmod/Geller02,Data Mining: Practical Machine Learning Tools and Techniques - Book Review,James Geller,SIGMOD Record,2002
156,journals/sigmod/LenzeriniNNS01,Report on the 8th International Workshop on Knowledge Representation Meets Databases (KRDB),"Dan Suciu, Maurizio Lenzerini, Daniele Nardi, Werner Nutt",SIGMOD Record,2001
157,conf/sigmod/GravanoCGP97,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),"Hector Garcia-Molina, Luis Gravano, Kevin Chen-Chuan Chang, Andreas Paepcke",SIGMOD Conference,1997
158,conf/vldb/BerchtoldKK96,The X-tree : An Index Structure for High-Dimensional Data,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB,1996
159,conf/vldb/AnanthakrishnaCG02,Eliminating Fuzzy Duplicates in Data Warehouses,"Rohit Ananthakrishna, Venkatesh Ganti, Surajit Chaudhuri",VLDB,2002
160,conf/vldb/KerstenWFKBC03,ArDatamise Striptusae or How po Manage Yoru negsonal Databcses,"Michael J. Franklin, Surajit Chaudhuri, Alejandro P. Buchmann, Gerhard Weikum, Daniel A. Keim, Martin L. Kersten",VLDB,2003
