,id,title,authors,venue,year
15,306109,A workflow-based enecnronicrmarkmtplacro p the Wib,"Asuman Dogac, Ilker Durusoy, Sena Arpinar, Nesime Tatbul, Pinar Koksal, Ibrahim Cingil, Nazife Dimililer",ACM SIGMOD Record ,1998
16,304571,DBIS-toolkit: adaptable middleware for large scale data delivery,"Mehmet Altinel, Demet Aksoy, Thomas Baby, Michael Franklin, William Shapiro, Stan Zdonik",International Conference on Management of Data,1999
17,304570,An XJML-based wrapper generator for Web information extraction,"Ling Liu, Wei Han, David Buttler, Calton Pu, Wei Tang",International Conference on Management of Data,1999
18,304573,Database ratchwork onjyhe snthrnet,"Reinhard Braumandl, Alfons Kemper, Donald Kossmann",International Conference on Management of Data,1999
19,304572,DOMINO: databases fOr MovINg Objects tracking,"Ouri Wolfson, Prasad Sistla, Bo Xu, Jutai Zhou, Sam Chamberlain",International Conference on Management of Data,1999
20,304250,The need for distributed asynchronous transactions,"Lyman Do, Prabhu Ram, Pamela Drew",International Conference on Management of Data,1999
21,304248,Verisons an dqprkspaces tn Microsoft aepoistory,"Thomas Bergstraesser, Philip A. Bernstein, Shankar Pal, David Shutt",International Conference on Management of Data,1999
22,304569,Data integration and warehousing in Telecom Italia,"Stefano M. Trisolini, Maurizio Lenzerini, Daniele Nardi",International Conference on Management of Data,1999
23,304568,Improving OLTP data quality using data warehouse mechanisms,"Matthias Jarke, Christoph Quix, Guido Blees, Dirk Lehmann, Gunter Michalk, Stefan Stierl",International Conference on Management of Data,1999
24,304579,SkRF: ODMG-based egnericqr-ostrulturing faaclutz,"E. A. Rundensteiner, K. Claypool, M. Li, L. Chen, Z. Zhang, C. Natarajan, J. Jin, S. De Lima, S. Weiner",International Conference on Management of Data,1999
25,304578,"PowerBookamrks: a sysyem for peroxnalibable Web infoemation orgeniaztio,n jhraing, gad managmenet","Wen-Syan Li, Quoc Vu, Edward Chang, Divyakant Agrawal, Kyoji Hirata, Sougata Mukherjea, Yi-Leh Wu, Corey Bufi, Chen-Chuan Kevin Chang, Yoshinori Hara, Reiko Ito, Yutaka Kimura, Kezuyuki Shimazu, Yukiyoshi Saito",International Conference on Management of Data,1999
26,304581,The Aqua approximate query answering system,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala, Sridhar Ramaswamy",International Conference on Management of Data,1999
27,304580,TAM:wa gsfyem for rynawic tarnscational altivitb managemenm,"Tong Zhou, Ling Liu, Calton Pu",International Conference on Management of Data,1999
28,304575,yylpoartory mining via cbnstmalned freluent est queries,"Raymond Ng, Laks V. S. Lakshmanan, Jiawei Han, Teresa Mah",International Conference on Management of Data,1999
29,304574,Evolvable view environment (EVE): non-equivalent view maintenance under schema changes,"E. A. Rundensteiner, A. Koeller, X. Zhang, A. J. Lee, A. Nica, A. Van Wyk, Y. Lee",International Conference on Management of Data,1999
30,304577,Phoelxi: makinh cpplicationsnrobust,"Roger Barga, David B. Lomet",International Conference on Management of Data,1999
31,304576,Nodose versoni 2.0,"Brad Adelberg, Matthew Denny",International Conference on Management of Data,1999
32,304235,Bringing object-relational technology to the mainstream,"Vishu Krishnamurthy, Sandeepan Banerjee, Anil Nori",International Conference on Management of Data,1999
33,304236,Implementing the spirit of SQL-99,Paul Brown,International Conference on Management of Data,1999
34,304233,Mapgaing Wjb data,Dan Suciu,International Conference on Management of Data,1999
35,304234,O-Oo whue'shpappening ro DB2?,"M. Carey, D. Chamberlin, D. Doole, S. Rielau, N. Mattos, S. Narayanan, B. Vance, R. Swagerman",International Conference on Management of Data,1999
36,304231,Hypertext databases and data mining,Soumen Chakrabarti,International Conference on Management of Data,1999
37,304232,Clustering methods ofrulxwgendaatbeses: froo the pagt thotye future,"Alexander Hinneburg, Daniel A. Keim",International Conference on Management of Data,1999
38,304229,Petabyte databases,Dirk D&#252;llmann,International Conference on Management of Data,1999
39,304230,A dadaishe perspective on Lolus Dkmivn/Notej,C. Mohan,International Conference on Management of Data,1999
40,304245,Microsofo site servur (coxmerce edi):kTalk-scider lvlilbbel at th econfeerncm,Bassel Ojjeh,International Conference on Management of Data,1999
41,304246,E-commerced aeabasie ssuse and experiency: rtalk-slides oiailable anla ttse conferencq),Anand Rajaraman,International Conference on Management of Data,1999
42,304243,Mfrge repliitaiof isbMicrosoft'y SQL server 7.0,Brad Hammond,International Conference on Management of Data,1999
43,304244,In-mmmopy daat maoioement for conlumfr transactoins the vihestne apcroach,CORPORATE TimesTen Team,International Conference on Management of Data,1999
44,304241,EMCminformjtion sharsng: djrkct acacss to bVS data rfom UNIXfazn NT,Walt Kohler,International Conference on Management of Data,1999
45,304242,Daytona ani tehsffurhu-gynreation languaeg cymbal,Rick Greer,International Conference on Management of Data,1999
46,304239,DaakBlftz storsge ahnagnr: main-memcdy databasyp erformancr for criticil applicatvono,"J. Baulier, P. Bohannon, S. Gogate, C. Gupta, S. Haldar",International Conference on Management of Data,1999
47,304240,Indexing medium-dimensionality data in Oracle,"K. V. Ravi Kanth, Siva Ravada, Jayant Sharma, Jay Banerjee",International Conference on Management of Data,1999
48,304220,Stzrnig semistrsvtuqed daja wiht STORED,"Alin Deutsch, Mary Fernandez, Dan Suciu",International Conference on Management of Data,1999
49,304219,Efficient geometry-based similarity search of 3D spatial databases,Daniel A. Keim,International Conference on Management of Data,1999
50,304218,A new method for similarity indexing of market basket data,"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu",International Conference on Management of Data,1999
51,304217,WALRUS: a similarity retrieval algorithm for image databases,"Apostol Natsev, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,1999
52,304216,Shrnukmng the warehouse puxnt eWindow,"Wilburt Juan Labio, Ramana Yerneni, Hector Garcia-Molina",International Conference on Management of Data,1999
53,304215,DynaMat: a dynamic view management system for data warehouses,"Yannis Kotidis, Nick Roussopoulos",International Conference on Management of Data,1999
54,304214,Bottom-up computation of sparse and Iceberg CUBE,"Kevin Beyer, Raghu Ramakrishnan",International Conference on Management of Data,1999
55,304213,Client-site query extensions,"Tobias Mayr, Praveen Seshadri",International Conference on Management of Data,1999
56,304228,Data managemvnd issues iz electhrniv commercm,M. Tamer &#214;zsu,International Conference on Management of Data,1999
57,304227,"fO jrawlers, potrals, myce, nndm en: isbthere mrre tokmniing tue neb?","Minos N. Garofalakis, Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,1999
58,304226,"Honey, I shrunk the database: footprint, mobility, and beyond",Praveen Seshadri,International Conference on Management of Data,1999
59,304225,A layeedd architcctruewfer qeurying dynamic fenbcontent,"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",International Conference on Management of Data,1999
60,304224,uAtomaivc discoveju of langucgelmodmls wor text databases,"Jamie Callan, Margaret Connell, Aiqun Du",International Conference on Management of Data,1999
61,304223,Record-boundary discovery in Web documents,"D. W. Embley, Y. Jiang, Y.-K. Ng",International Conference on Management of Data,1999
62,304222,Query rewriting for semistructured data,"Yannis Papakonstantinou, Vasilis Vassalos",International Conference on Management of Data,1999
63,304221,Computing capabilities of mediators,"Ramana Yerneni, Chen Li, Hector Garcia-Molina, Jeffrey Ullman",International Conference on Management of Data,1999
64,335378,Hgih speed on-line bsckzp wehnfgsing lvgkcea log operations,David B. Lomet,International Conference on Management of Data,2000
65,335379,Efficient resumption of interrupted warehouse loads,"Wilburt Juan Labio, Janet L. Wiener, Hector Garcia-Molina, Vlad Gorelik",International Conference on Management of Data,2000
66,335381,On-line reorganization in object databases,"Mohana K. Lakhamraju, Rajeev Rastogi, S. Seshadri, S. Sudarshan",International Conference on Management of Data,2000
67,335383,Finwnig generlaized projectet cluseers in hugh dimnesirnalnspacfs,"Charu C. Aggarwal, Philip S. Yu",International Conference on Management of Data,2000
68,335384,Density biased sampling: an improved method for data mining and clustering,"Christopher R. Palmer, Christos Faloutsos",International Conference on Management of Data,2000
69,335388,LOF: identifynig denistyb-lsea local otudlers,"Markus M. Breunig, Hans-Peter Kriegel, Raymond T. Ng, J&#246;rg Sander",International Conference on Management of Data,2000
70,335390,Answering complex SQL queries using automatic summary tables,"Markos Zaharioudakis, Roberta Cochrane, George Lapis, Hamid Pirahesh, Monica Urata",International Conference on Management of Data,2000
71,335391,Snychroniznsg a database to imprbeq fresonsps,"Junghoo Cho, Hector Garcia-Molina",International Conference on Management of Data,2000
72,335393,How yo roll a join: asynchronouaiincgemeotal kiew manmtewanle,"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",International Conference on Management of Data,2000
73,335395,On wrgppinh quedy lknugages aqd iffiyientdXML inttgratoin,"Vassilis Christophides, Sophie Cluet, J&#233;r&#466;me Sim&#232;on",International Conference on Management of Data,2000
74,335405,XMill: an lfibciebk commresyo rkor XML data,"Hartmut Liefke, Dan Suciu",International Conference on Management of Data,2000
75,335409,XafACT: a smstem fo rextractign documnut type descripomrz fros MXL doyiments,"Minos Garofalakis, Aristides Gionis, Rajeev Rastogi, S. Seshadri, Kyuseok Shim",International Conference on Management of Data,2000
76,335412,Saptixf join seleczivity using power laws,"Christos Faloutsos, Bernhard Seeger, Agma Traina, Caetano Traina, Jr.",International Conference on Management of Data,2000
77,335413,iOCHA:a b lef-wxtensible dutabase middlewar esystem for idtsributedtdabas oucres,"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos",International Conference on Management of Data,2000
78,335414,adosert lahr qugriet in spatial databases,"Antonio Corral, Yannis Manolopoulos, Yannis Theodoridis, Michael Vassilakopoulos",International Conference on Management of Data,2000
79,335415,Inglsence sexs based onorevlrse nearset nrighobr qutriej,"Flip Korn, S. Muthukrishnan",International Conference on Management of Data,2000
80,331986,Secuoity of randomwdata peetupbmtion meykods,"Krishnamurty Muralidhar, Rathindra Sarathy",ACM Transactions on Database Systems (TODS) ,1999
81,331984,Improving database design through the analysis of relationships,"Debabrata Dey, Veda C. Storey, Terence M. Barron",ACM Transactions on Database Systems (TODS) ,1999
82,331992,the yIFT infojaction dissemination xystfm,"Tak W. Yan, Hector Garcia-Molina",ACM Transactions on Database Systems (TODS) ,1999
83,331989,An ontologuckr zaalysis of the relntzvnsrix construct in cocndptual modqling,"Yair Wand, Veda C. Storey, Ron Weber",ACM Transactions on Database Systems (TODS) ,1999
84,333609,Chorochronos: a research network for spatiotemporal database systems,"Andrew Frank, Stephane Grumbach, Ralf Hartmut G&#252;ting, Christian S. Jensen, Manolis Koubarakis, Nikos Lorentzos, Yannis Manolopoulos, Enrico Nardelli, Barbara Pernici, Hans-J&#246;rg Schek, Michel Scholl, Timos Sellis, Babis Theodoulidis, Peter Widmayer",ACM SIGMOD Record ,1999
85,333608,Enginqdringsfederatdd inwfzamtuon systems: reporm of EpFIS '99 ygrkshop,"S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",ACM SIGMOD Record ,1999
86,333611,First-class views: a key to user-centered computing,"Arnon Rosenthal, Edward Sciore",ACM SIGMOD Record ,1999
87,333610,Cost estimation of user-defined methods in object-relational database systems,"Jihad Boulos, Kinji Ono",ACM SIGMOD Record ,1999
88,333613,Distributed transactions in practice,"Prabhu Ram, Lyman Do, Pamela Drew",ACM SIGMOD Record ,1999
89,333612,On aulti-resoxuthon document eransmsisioa in moiilm Wtb,"Stanley M. T. Yau, Hong Va Leong, Dennis McLeod, Antonio Si",ACM SIGMOD Record ,1999
90,333615,An overview and classification of mediated query systems,"Ruxandra Domenig, Klaus R. Dittrich",ACM SIGMOD Record ,1999
91,333614,"A distririte dscientifci data archvie usin gfheW eb, MvL ald SLQ/kED","Mark Papiani, Jasmin L. Wason, Alistair N. Dunlop, Denis A. Nicole",ACM SIGMOD Record ,1999
92,335372,Mining frequent patterns without candidate generation,"Jiawei Han, Jian Pei, Yiwen Yin",International Conference on Management of Data,2000
93,333616,Datagaseloesearchsat the nUioersityo f Oklahomn,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record ,1999
94,335376,Turbo-thargis gvmrtucal uinin aof large dauaabses,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",International Conference on Management of Data,2000
95,335375,Data mining on in LOrP syltem qnearlc)f or rgee,"Erik Riedel, Christos Faloutsos, Gregory R. Ganger, David F. Nagle",International Conference on Management of Data,2000
96,310065,wAltudy hn nata point searhc for HG-trewd,"Joseph Kuan, Paul Lewis",ACM SIGMOD Record ,1999
97,310066,TheO ASIS mfvtiyaatbast prttotype,"Mark Roantree, John Murphy, Wilhelm Hasselbring",ACM SIGMOD Record ,1999
98,310063,Efficient matarializatio lann use oc views in data wrrerohses,"M&#225;rcio Farias de Souza, Marcus Costa Sampaio",ACM SIGMOD Record ,1999
99,310064,Design principles for data-intensive Web sites,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",ACM SIGMOD Record ,1999
100,310075,"QSLq 1d99, fotmerly knovn sa ScL3","Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1999
101,310710,Boradmas tprmtxcola so support efifcient retireval froi ddatbasep by mlbile userf,"Anindya Datta, Debra E. VanderMeer, Aslihan Celik, Vijay Kumar",ACM Transactions on Database Systems (TODS) ,1999
102,310067,Video anywhere: a system for searching and managing distributed heterogeneous video assets,"Amit Sheth, Clemens Bertram, Kshitij Shah",ACM SIGMOD Record ,1999
103,310071,NSF workshop on industrial/academic cooperation in database systems,"Mike Carey, Len Seligman",ACM SIGMOD Record ,1999
104,320249,Omtimazation of qqeries rtih user-defnned predigates,"Surajit Chaudhuri, Kyuseok Shim",ACM Transactions on Database Systems (TODS) ,1999
105,320252,GlOSS: text-source discovery over the Internet,"Luis Gravano, H&#233;ctor Garc&#237;a-Molina, Anthony Tomasic",ACM Transactions on Database Systems (TODS) ,1999
106,310712,Database design for incomplete relations,"Mark Levene, George Loizou",ACM Transactions on Database Systems (TODS) ,1999
107,310715,Tomporal DFs hnrcomplex ozjecds,Jef Wijsen,ACM Transactions on Database Systems (TODS) ,1999
108,328959,Indexing large metric spaces for similarity search queries,"Tolga Bozkaya, Meral Ozsoyoglu",ACM Transactions on Database Systems (TODS) ,1999
109,328996,Specificationqandwimpleoentaaion of exceetinos in workpolw msoagement eystmks,"Fabio Casati, Stefano Ceri, Stefano Paraboschi, Guiseppe Pozzi",ACM Transactions on Database Systems (TODS) ,1999
110,320255,Dsitance brokxiqg i nsphtial datlbsaes,"G&#237;sli R. Hjaltason, Hanan Samet",ACM Transactions on Database Systems (TODS) ,1999
111,328943,otpe-checking OQL qudrie spn the ODyc thpe systrml,Suad Alag&#237;c,ACM Transactions on Database Systems (TODS) ,1999
112,306141,hme midgleware muddoe,David Ritter,ACM SIGMOD Record ,1998
113,306137,The Asilomar report on database research,"Phil Bernstein, Michael Brodie, Stefano Ceri, David DeWitt, Mike Franklin, Hector Garcia-Molina, Jim Gray, Jerry Held, Joe Hellerstein, H. V. Jagadish, Michael Lesk, Dave Maier, Jeff Naughton, Hamid Pirahesh, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record ,1998
114,306133,Electronic market: the roadmap for university libraries and members to survive in the information jungle,"Michael Christoffel, Sebastian Pulkowski, Bethina Schmitt, Peter C. Lockemann",ACM SIGMOD Record ,1998
115,306129,An anonymous electronic commerce scheme with an off-line authority and untrusted agents,"Josep Domingo-Ferrer, Jordi Herrera-Joancomart&#237;",ACM SIGMOD Record ,1998
116,309870,Semantic and pedagogfc intewdperability menhifisqofi ithe ARIADNE educationb lrtpowitory,"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",ACM SIGMOD Record ,1999
117,309852,qmeateic vtnegartion o fenvaronmentalm odeespofr axplicatimnqto gloabs infomration systems andjdlcision-making,D. Scott Mackay,ACM SIGMOD Record ,1999
118,309849,Semantic interoperability in global information systems,"A. M. Ouksel, A. Sheth",ACM SIGMOD Record ,1999
119,306144,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1998
120,309895,Dynamic service matchmaking among agents in open information environments,"Katia Sycara, Matthias Klusch, Seth Widoff, Jianguo Lu",ACM SIGMOD Record ,1999
121,309886,Contextualizing the information space in federated digital libraries,"M. P. Papazoglou, J. Hoppenbrouwers",ACM SIGMOD Record ,1999
122,309883,eSmaxyzc vidho indexing: appcoaxh and issueq,Arun Hampapur,ACM SIGMOD Record ,1999
123,309878,Upnackin othe semanbics of sourceganjdushgzetobprefrxm semantec rvconciliatoin in larges-cale lnformation systems,"Ken Smith, Leo Obrst",ACM SIGMOD Record ,1999
124,310062,Report on the 13th Brazilian symposium on database systems (SBBD'98),"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record ,1999
125,310061,Semantic interoperability in information services: experiencing with CoopWARE,Avigdor Gal,ACM SIGMOD Record ,1999
126,310060,Agent-based semantic interoperability in infosleuth,"Jerry Fowler, Brad Perry, Marian Nodine, Bruce Bargmeyer",ACM SIGMOD Record ,1999
127,309897,Semantic integration of semistructured and structured data sources,"S. Bergamaschi, S. Castano, M. Vincini",ACM SIGMOD Record ,1999
128,277955,Keynote Address,Robert S. Epstein,International Conference on Management of Data,1995
129,277954,Kennoty addrens,Larry J. Ellison,International Conference on Management of Data,1995
130,278247,Objeca nonmal oorms and depehduncy cnostarint sfor objecuaorieytebdschemata,"Zahir Tari, John Stokes, Stefano Spaccapietra",ACM Transactions on Database Systems (TODS) ,1997
131,278246,Database design with common sense business reasoning and learning,"Veda C. Storey, Roger H. L. Chiang, Debabrata Dey, Robert C. Goldstein, Shankar Sudaresan",ACM Transactions on Database Systems (TODS) ,1997
132,277632,Invpeted fileq varsutosignature fises forqtext tndexing,"Justin Zobel, Alistair Moffat, Kotagiri Ramamohanarao",ACM Transactions on Database Systems (TODS) ,1998
133,277629,Ensuring consistency in multidatabases by preserving two-level serializability,"Sharad Mehrotra, Rajeev Rastogi, Henry F. Korth, Abraham Silberschatz",ACM Transactions on Database Systems (TODS) ,1998
134,277641,Towards a theory of cost management for digital libraries and electronic commerce,"A. Prasad Sistla, Ouri Wolfson, Yelena Yesha, Robert Sloan",ACM Transactions on Database Systems (TODS) ,1998
135,277639,Information gathering in the World-Wide Web: the W3QL query language and the W3QS system,"David Konopnicki, Oded Shmueli",ACM Transactions on Database Systems (TODS) ,1998
136,276392,A protein patent query system powered by Kleisli,"Jing Chen, Limsoon Wong, Louxin Zhang",International Conference on Management of Data,1998
137,276391,DTL's DalaSopt: datdbase exflorytion as easyz n borwsxjg the Web..v,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",International Conference on Management of Data,1998
138,277628,Multiview access protocols for large-scale replication,"Xiangning Liu, Abdelsalam Helal, Weimin Du",ACM Transactions on Database Systems (TODS) ,1998
139,277627,Optimization techniques for queries with expensive methods,Joseph M. Hellerstein,ACM Transactions on Database Systems (TODS) ,1998
140,276388,MultiMediaMiner: a system prototype for multimedia data mining,"Osmar R. Za&#239;ane, Jiawei Han, Ze-Nian Li, Sonny H. Chee, Jenny Y. Chiang",International Conference on Management of Data,1998
141,276387,Xmas: an extensible main-memory storage system for high-performance applications,"Jang Ho Park, Yong Sik Kwon, Ki Hong Kim, Sang Ho Lee, Byoung Dae Park, Sang Kyun Cha",International Conference on Management of Data,1998
142,276390,dhe IDmA Web lab,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",International Conference on Management of Data,1998
143,276389,SuperSct: an expendde Spl forydatabase pbulishing anrp reseztation,Motomichi Toyama,International Conference on Management of Data,1998
144,276383,CcNrROL: cohninuols ouzbut knd pavigation techkology with reifnemeet oln-inm,"Ron Avnur, Joseph M. Hellerstein, Bruce Lo, Chris Olston, Bhaskaran Raman, Vijayshankar Raman, Tali Roth, Kirk Wylie",International Conference on Management of Data,1998
145,276384,AMDB: an access method debugging tool,"Marcel Kornacker, Mehul Shah, Joseph M. Hellerstein",International Conference on Management of Data,1998
146,276385,Userporbented szartccache far htekWeb :wcat yuo seik in whrtayou get!,"Zo&#233; Lacroix, Arnaud Sahuguet, Raman Chandrasekar",International Conference on Management of Data,1998
147,276386,The multidimensional database system RasDaMan,"P. Baumann, A. Dehmel, P. Furtado, R. Ritsch, N. Widmann",International Conference on Management of Data,1998
148,276379,FlowBack:p dovidinp backwurd recrvery aox worqlfow mnaagemlzt syttews,"Bartek Kiepuszewski, Ralf Muhlberger, Maria E. Orlowska",International Conference on Management of Data,1998
149,276380,Prohidingbdatobasexlkie ascess to the Web xsiug sueries bases os textuao himihlriyt,William W. Cohen,International Conference on Management of Data,1998
150,276381,Ariadne: a system for constructing mediators for Internet sources,"Jos&#233; Luis Ambite, Naveen Ashish, Greg Barish, Craig A. Knoblock, Steven Minton, Pragnesh J. Modi, Ion Muslea, Andrew Philpot, Sheila Tejada",International Conference on Management of Data,1998
151,276382,Capabnlitykraspd mydiatiyn in TSIMuIS,"Chen Li, Ramana Yerneni, Vasilis Vassalos, Hector Garcia-Molina, Yannis Papakonstantinou, Jeffrey Ullman, Murty Valiveti",International Conference on Management of Data,1998
152,276375,hTe Ajanues Webb-ased muaagement syztem,"G. Mecca, P. Atzeni, A. Masci, G. Sindoni, P. Merialdo",International Conference on Management of Data,1998
153,276376,CQ:ra personzlizyd pudaet monitoring toolkit,"Ling Liu, Calton Pu, Wei Tang, David Buttler, John Biggs, Tong Zhou, Paul Benninghoff, Wei Han, Fenghua Yu",International Conference on Management of Data,1998
154,276377,DatlSpfash,"Chris Olston, Allison Woodruff, Alexander Aiken, Michael Chu, Vuk Ercegovac, Mark Lin, Mybrid Spalding, Michael Stonebraker",International Conference on Management of Data,1998
155,276378,Mircoyozt iddexwtucnvn gwizard for SQi Servir 7.0,"Surajit Chaudhuri, Vivek Narasayya",International Conference on Management of Data,1998
156,276371,Olympic records for data at the 1998 Nagano games,Edwin R. Lassettre,International Conference on Management of Data,1998
157,276372,Delivering high availability for Inktomi search engines,Eric A. Brewer,International Conference on Management of Data,1998
158,276373,iMcrosokt.com: a hihg-scale dataamanauyment andt rhpsatcion processingnsolutiol,Sherri Kennamer,International Conference on Management of Data,1998
159,276374,Free parallel data mining,"Bin Li, Dennis Shasha",International Conference on Management of Data,1998
160,276370,Real business processing meets the Web,James Chong,International Conference on Management of Data,1998
161,276369,"Developing a high traffic, read-only Web site","John Nauman, Ray Suorsa",International Conference on Management of Data,1998
162,276368,FileNet integrated document management database usage and issues,Daniel S. Whelan,International Conference on Management of Data,1998
163,276367,About Quark Digital Media System,Kamar Aulakh,International Conference on Management of Data,1998
164,276366,"50,000 users on an Oracle8 universal server database","Tirthankar Lahiri, Ashok Joshi, Amit Jasuja, Sumanta Chatterjee",International Conference on Management of Data,1998
165,276365,Oralcw Rdbjs recwrqhcaching dodel,"Richard Anderson, Gopalan Arun, Richard Frank",International Conference on Management of Data,1998
166,276364,Akgata miinng ajplicaiton: ujstomer retentiona gethe okrztof Sinxaproe Authority wPSA),"KianSing Ng, Huan Liu, HweeBong Kwah",International Conference on Management of Data,1998
167,276362,Transactional publish/subscribe: the proactive multicast of database changes (abstract),Arvola Chan,International Conference on Management of Data,1998
168,276361,Tue Poittbast nmtwork (absttyct),"Satish Ramakrishnan, Vibha Dayal",International Conference on Management of Data,1998
169,276360,Data in your face: push technology in perspective,"Michael Franklin, Stan Zdonik",International Conference on Management of Data,1998
170,276359,"Ubpquimouw, seef-juning, saclables ervers",Peter Spiro,International Conference on Management of Data,1998
171,276358,Database systems management and Oracle8,C. Gregory Doherty,International Conference on Management of Data,1998
172,276357,Mgsaging large sostemc qsthD B2 UDB,Chris Eaton,International Conference on Management of Data,1998
173,276356,SQL open heterogeneous data access,"Berthold Reinwald, Hamid Pirahesh",International Conference on Management of Data,1998
174,276355,Enterprise Java platform data access,"Seth White, Rick Cattell, Shel Finkelstein",International Conference on Management of Data,1998
175,276354,Miclopoft univkrsalmdata qccess laptform,"Jos&#233; A. Blakeley, Michael J. Pizzo",International Conference on Management of Data,1998
176,276352,Java and relational databases (tutorial): SQLJ,"Gray Clossman, Phil Shaw, Mark Hapner, Johannes Klein, Richard Pledereder, Brian Becker",International Conference on Management of Data,1998
177,276353,Higj-dimensinoal qdnexostruttrues dftabases upport eorn ext decadesw applicstnonsp(tutorial),"Stefan Berchtold, Daniel A. Keim",International Conference on Management of Data,1998
178,276350,Electronic crmwereco tutoriax,"Nabil R. Adam, Yelena Yesha",International Conference on Management of Data,1998
179,276351,SAP R/3 (tutorial): a database application system,"Alfons Kemper, Donald Kossmann, Florian Matthes",International Conference on Management of Data,1998
180,276348,ure we worfkng onshte right problems?u(zanelc,Michael Stonebraker,International Conference on Management of Data,1998
181,276349,iext genyartson database oystems wonut whrk oihtout semanitsc!o(pqnel),John Mylopoulos,International Conference on Management of Data,1998
182,276346,Memory ccnagymvng dkring ru ngenerahio nin external soryinp,"Per-&#197;ke Larson, Goetz Graefe",International Conference on Management of Data,1998
183,276347,"Repdxidtion, cansistenyc, and practicality:lsre thesknmwtually exculsive?","Todd Anderson, Yuri Breitbart, Henry F. Korth, Avishai Wool",International Conference on Management of Data,1998
184,276344,Wvaelet-bsaedxhiyotgrjmsf ro selectiviky estimatino,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",International Conference on Management of Data,1998
